customerID,gender,InternetService,Contract,tenure,MonthlyCharges,TotalCharges
7336-RLLRH,Male,DSL,One year,27,80.85,2204.35
1343-EHPYB,Male,Fiber optic,Month-to-month,63,103.4,6603.0
2985-FMWYF,Female,Fiber optic,Month-to-month,23,93.5,2341.55
7663-RGWBC,Male,DSL,Month-to-month,1,44.15,44.15
2878-DHMIN,Male,No,One year,35,19.9,666.0
5981-ZVXOT,Female,Fiber optic,One year,35,108.35,3726.15
0114-IGABW,Female,DSL,Two year,71,58.25,4145.9
5231-FIQPA,Female,No,Two year,41,19.85,810.45
0455-XFASS,Female,Fiber optic,Month-to-month,3,69.55,200.2
4800-VHZKI,Female,No,Month-to-month,1,19.9,19.9
1895-QTKDO,Female,DSL,Month-to-month,1,43.95,43.95
4367-NUYAO,Male,No,Two year,0,25.75,
3058-HJCUY,Male,Fiber optic,One year,41,102.6,4213.35
9992-UJOEL,Male,DSL,Month-to-month,2,50.3,92.75
0923-PNFUB,Female,Fiber optic,Month-to-month,3,83.75,247.25
7572-KPVKK,Male,Fiber optic,Two year,62,104.05,6590.5
5480-XTFFL,Female,No,Two year,31,21.0,697.7
8361-LTMKD,Male,Fiber optic,Month-to-month,4,74.4,306.6
9084-OAYKL,Male,No,Two year,58,20.8,1212.25
3524-WQDSG,Female,Fiber optic,Month-to-month,43,99.3,4209.95
3737-XBQDD,Male,Fiber optic,Month-to-month,24,84.85,2048.8
2266-FUBDZ,Male,No,Two year,15,19.35,278.85
3712-PKXZA,Male,No,One year,61,20.55,1252.0
5542-NKVRU,Female,No,Two year,42,20.75,844.45
1702-CCFNJ,Male,DSL,Month-to-month,52,61.35,3169.55
3059-NGMXB,Male,DSL,Month-to-month,14,69.2,944.65
7841-TZDMQ,Male,DSL,Month-to-month,2,46.0,84.5
4872-JCVCA,Female,DSL,Two year,71,47.6,3377.8
1251-STYSZ,Female,Fiber optic,Month-to-month,4,80.25,303.7
5075-JSDKI,Female,No,Two year,59,24.45,1493.1
7853-WNZSY,Male,No,Month-to-month,1,19.75,19.75
5229-PRWKT,Male,Fiber optic,Month-to-month,8,86.55,649.65
3134-DSHVC,Female,Fiber optic,Two year,63,98.0,6218.45
9481-SFCQY,Female,DSL,Month-to-month,14,59.8,824.85
9777-WJJPR,Male,Fiber optic,Month-to-month,31,88.65,2683.2
5760-WRAHC,Female,DSL,Month-to-month,22,69.75,1545.4
4588-YBNIB,Female,No,Month-to-month,1,19.6,19.6
9507-HSMMZ,Male,No,Two year,54,20.0,1149.65
0750-EKNGL,Male,No,Month-to-month,7,20.75,141.1
5275-SQEIZ,Male,Fiber optic,Month-to-month,1,80.85,80.85
3717-OEAUQ,Male,Fiber optic,Month-to-month,2,70.7,129.2
9206-GVPEQ,Male,DSL,Month-to-month,13,54.45,706.85
0486-HECZI,Male,Fiber optic,Month-to-month,55,96.75,5238.9
3863-QSTYI,Male,DSL,Month-to-month,59,64.65,3735.45
6360-SVNWV,Female,Fiber optic,Month-to-month,31,73.55,2094.65
1984-GPTEH,Female,No,Month-to-month,29,25.15,702.0
1686-STUHN,Male,No,One year,42,19.8,849.9
6198-ZFIOJ,Female,Fiber optic,Month-to-month,5,75.6,402.5
9372-TXXPS,Female,DSL,Two year,60,59.85,3483.45
0886-QGENL,Female,Fiber optic,Month-to-month,27,101.25,2754.45
4915-BFSXL,Male,DSL,Two year,70,68.95,4858.7
8515-OCTJS,Female,No,Two year,25,24.75,692.1
1866-RZZQS,Male,Fiber optic,Month-to-month,41,98.4,4187.75
9571-EDEBV,Male,Fiber optic,One year,71,98.65,6962.85
9929-PLVPA,Female,No,Month-to-month,4,20.4,94.5
9138-EFSMO,Male,Fiber optic,One year,26,78.95,2034.25
5461-QKNTN,Male,Fiber optic,Month-to-month,43,94.3,3953.15
8205-OTCHB,Male,DSL,One year,22,43.75,903.6
9399-APLBT,Female,Fiber optic,Month-to-month,1,74.7,74.7
5419-KLXBN,Female,Fiber optic,Month-to-month,25,89.15,2257.75
8397-MVTAZ,Male,Fiber optic,Month-to-month,34,100.05,3480.0
6000-APYLU,Male,Fiber optic,Month-to-month,9,80.8,713.1
2929-ERCFZ,Female,Fiber optic,Month-to-month,8,94.2,777.3
3259-KNMRR,Male,DSL,Two year,57,79.75,4438.2
4508-OEBEY,Male,DSL,One year,31,75.5,2424.45
0380-ZCSBI,Male,No,Month-to-month,10,20.0,198.7
6719-OXYBR,Male,Fiber optic,Month-to-month,15,85.3,1219.85
0536-ESJEP,Male,DSL,Two year,54,74.55,4191.45
0447-BEMNG,Female,DSL,Month-to-month,48,45.3,2145.0
5727-MYATE,Male,DSL,Two year,72,90.8,6397.6
0314-TKOSI,Female,DSL,Month-to-month,6,55.15,322.9
1469-LBJQJ,Female,Fiber optic,Month-to-month,66,105.2,6936.85
3948-XHGNA,Male,DSL,Month-to-month,24,49.55,1210.4
0701-TJSEF,Male,DSL,Month-to-month,9,68.25,576.95
3955-JBZZM,Male,Fiber optic,Month-to-month,20,78.8,1641.3
8782-NUUOL,Male,DSL,One year,60,79.0,4801.1
4912-PIGUY,Female,Fiber optic,Month-to-month,1,84.6,84.6
8184-WMOFI,Male,DSL,One year,62,71.4,4487.3
6982-UQZLY,Female,No,Month-to-month,1,20.85,20.85
0042-RLHYP,Female,No,Two year,69,19.7,1396.9
9470-YFUYI,Male,DSL,One year,71,71.0,5012.1
0620-DLSLK,Female,Fiber optic,Month-to-month,13,81.9,1028.9
8582-KRHPJ,Male,DSL,Month-to-month,50,35.0,1782.4
3621-CEOVK,Female,Fiber optic,Month-to-month,14,100.2,1369.8
3726-TBHQT,Male,Fiber optic,Two year,71,114.0,8175.9
7748-UMTRK,Female,Fiber optic,Month-to-month,30,101.3,2974.5
8421-WZOOW,Female,Fiber optic,Month-to-month,57,95.3,5567.45
6384-VMJHP,Female,DSL,Two year,72,73.0,5265.2
0730-KOAVE,Male,Fiber optic,Month-to-month,30,94.3,2679.7
9112-WSNPU,Female,Fiber optic,Month-to-month,35,70.55,2419.0
0811-GSDTP,Female,DSL,Month-to-month,13,30.15,382.2
1722-LDZJS,Male,No,One year,53,20.2,1068.15
1927-QEWMY,Female,No,Two year,72,20.5,1502.25
7718-RXDGG,Male,Fiber optic,Month-to-month,15,68.6,1108.6
3486-NPGST,Female,No,One year,36,19.55,620.75
4869-EPIUS,Male,Fiber optic,One year,56,80.9,4557.5
7369-TRPFD,Male,No,One year,19,18.8,279.2
4581-LNWUM,Female,DSL,Month-to-month,13,49.15,649.4
1564-NTYXF,Female,Fiber optic,Month-to-month,13,82.0,1127.2
5356-RHIPP,Male,No,Month-to-month,1,20.2,20.2
0939-EREMR,Female,DSL,Month-to-month,13,53.45,718.1
2740-JFBOK,Male,No,Month-to-month,10,24.0,226.55
4947-DSMXK,Male,Fiber optic,Month-to-month,34,97.7,3410.0
1139-WUOAH,Male,DSL,Two year,57,53.35,3090.05
5568-DMXZS,Female,DSL,Month-to-month,8,65.45,554.45
9978-HYCIN,Male,Fiber optic,One year,47,84.95,4018.05
4877-TSOFF,Female,DSL,One year,55,75.75,4264.25
4770-UEZOX,Male,Fiber optic,Month-to-month,2,74.75,144.8
3976-NLDEZ,Male,No,Month-to-month,1,20.6,20.6
3808-HFKDE,Female,DSL,Month-to-month,20,44.35,927.15
5564-NEMQO,Female,Fiber optic,Month-to-month,1,75.3,75.3
3588-WSTTJ,Female,Fiber optic,Month-to-month,35,99.05,3554.6
8263-OKETD,Female,DSL,Month-to-month,20,68.9,1370.35
8124-NZVGJ,Female,DSL,One year,6,49.25,255.6
0952-KMEEH,Male,Fiber optic,Month-to-month,13,98.15,1230.25
2821-WARNZ,Female,No,One year,49,19.45,921.3
4726-DLWQN,Male,DSL,Month-to-month,50,70.35,3454.6
7164-BPTUT,Male,DSL,Two year,57,89.55,5012.35
5609-CEBID,Female,Fiber optic,Month-to-month,20,94.1,1782.4
6551-ZCOTS,Male,No,One year,33,24.9,847.8
3746-EUBYR,Male,Fiber optic,Month-to-month,1,74.6,74.6
9867-XOBQA,Female,DSL,Two year,21,53.15,1183.2
0083-PIVIK,Male,DSL,One year,64,81.25,5567.55
2968-SSGAA,Female,Fiber optic,Month-to-month,10,100.6,1060.2
7912-SYRQT,Female,Fiber optic,Month-to-month,7,75.1,552.95
1925-LFCZZ,Male,DSL,One year,55,50.05,2743.45
2462-XIIJB,Male,Fiber optic,Month-to-month,5,92.5,452.7
7654-YWJUF,Male,Fiber optic,One year,43,84.25,3539.25
3108-PCCGG,Male,DSL,Two year,72,84.45,5899.85
5176-OLSKT,Female,DSL,Two year,66,66.9,4370.25
7560-QJAVJ,Female,DSL,Two year,70,79.6,5589.45
2081-VEYEH,Male,Fiber optic,Month-to-month,3,107.95,318.6
9541-ZPSEA,Male,Fiber optic,Two year,68,80.35,5375.15
8696-JKZNU,Female,Fiber optic,Month-to-month,37,76.25,2841.55
1680-VDCWW,Male,No,One year,12,19.8,202.25
6323-AYBRX,Male,No,Two year,59,19.35,1099.6
2788-CJQAQ,Male,No,One year,13,19.45,270.2
3858-XHYJO,Female,Fiber optic,One year,40,105.75,4228.55
0098-BOWSO,Male,No,Month-to-month,27,19.4,529.8
2929-QNSRW,Female,Fiber optic,One year,56,98.25,5508.35
5136-KCKGI,Female,Fiber optic,One year,33,103.7,3467.0
9743-DQKQW,Male,DSL,Month-to-month,3,25.1,79.8
0310-MVLET,Female,Fiber optic,Month-to-month,61,99.15,6010.05
5606-AMZBO,Female,Fiber optic,Month-to-month,10,78.15,765.15
8800-ZKRFW,Female,Fiber optic,Month-to-month,30,107.5,3242.5
0015-UOCOJ,Female,DSL,Month-to-month,7,48.2,340.35
3481-JHUZH,Male,Fiber optic,Month-to-month,41,80.25,3439.0
1658-BYGOY,Male,Fiber optic,Month-to-month,18,95.45,1752.55
0613-WUXUM,Female,No,Two year,70,19.2,1401.4
8020-BWHYL,Female,Fiber optic,Month-to-month,15,75.3,1147.45
5135-RDDQL,Female,DSL,Two year,63,50.65,3221.25
1154-HYWWO,Male,DSL,One year,38,70.6,2708.2
7501-VTYLJ,Female,DSL,Month-to-month,2,51.55,106.2
4661-NJEUX,Male,No,Month-to-month,1,20.05,20.05
6905-NIQIN,Male,DSL,Month-to-month,1,50.65,50.65
4692-NNQRU,Female,Fiber optic,One year,21,79.2,1742.45
5095-ETBRJ,Female,DSL,Two year,55,56.8,3112.05
2603-HVKCG,Male,Fiber optic,Month-to-month,31,101.4,3143.65
5673-FSSMF,Female,DSL,Month-to-month,1,60.15,60.15
7595-EHCDL,Male,DSL,Month-to-month,32,50.6,1653.45
3551-HUAZH,Male,Fiber optic,Month-to-month,1,74.4,74.4
5505-OVWQW,Female,No,One year,17,20.15,353.65
5914-DVBWJ,Female,Fiber optic,Month-to-month,18,85.45,1505.85
6143-JQKEA,Male,DSL,Month-to-month,10,45.8,436.2
9812-GHVRI,Female,Fiber optic,Month-to-month,40,83.85,3532.25
8779-QRDMV,Male,DSL,Month-to-month,1,39.65,39.65
0697-ZMSWS,Male,Fiber optic,Month-to-month,4,85.65,338.9
4290-BSXUX,Male,Fiber optic,Month-to-month,3,79.65,251.75
6419-ZTTLE,Male,No,One year,23,20.75,485.2
1045-LTCYT,Female,No,Month-to-month,8,21.05,139.75
6923-JHPMP,Female,Fiber optic,Month-to-month,2,80.45,137.1
7157-SMCFK,Male,No,Two year,61,19.75,1124.2
4325-NFSKC,Male,Fiber optic,Month-to-month,19,90.6,1660.0
8016-NCFVO,Male,Fiber optic,Month-to-month,55,116.5,6382.55
3410-YOQBQ,Female,DSL,Two year,31,79.2,2497.2
9488-FVZCC,Female,DSL,Two year,72,79.5,5661.7
1518-OMDIK,Male,DSL,Month-to-month,33,44.55,1462.6
7568-PODML,Male,DSL,Month-to-month,1,45.3,45.3
5609-IMCGG,Female,Fiber optic,Month-to-month,15,84.35,1302.65
7595-EUIVN,Female,Fiber optic,Month-to-month,1,75.8,75.8
1568-LJSZU,Male,DSL,Two year,68,92.2,6392.85
5171-EPLKN,Male,No,Two year,27,19.85,470.0
5668-MEISB,Female,Fiber optic,Two year,72,106.1,7657.4
1891-FZYSA,Male,Fiber optic,Month-to-month,69,89.95,6143.15
2632-IVXVF,Female,Fiber optic,Two year,68,111.75,7511.3
6614-YWYSC,Male,No,Two year,61,25.0,1501.75
8606-OEGQZ,Female,No,Two year,18,25.3,454.65
7325-ENZFI,Female,DSL,One year,39,40.3,1630.4
8714-EUHJO,Female,Fiber optic,Month-to-month,31,91.15,2995.45
7711-GQBZC,Female,No,Two year,71,24.7,1810.55
3170-NMYVV,Female,No,Two year,50,20.15,930.9
0409-WTMPL,Female,Fiber optic,One year,58,110.65,6526.65
9788-YTFGE,Male,No,Month-to-month,7,19.95,147.5
4039-PIMHX,Male,DSL,Two year,49,49.8,2398.4
2208-MPXIO,Female,No,Two year,45,20.0,886.4
9763-PDTKK,Female,Fiber optic,Month-to-month,4,94.4,387.2
2484-DGXPZ,Female,No,Month-to-month,31,19.55,658.95
7602-MVRMB,Female,Fiber optic,Two year,72,110.45,8058.85
4683-WYDOU,Male,Fiber optic,Two year,62,107.6,6912.7
9408-SSNVZ,Female,Fiber optic,Month-to-month,4,70.15,268.35
2239-CFOUJ,Male,No,One year,1,20.4,20.4
0254-FNMCI,Female,Fiber optic,Two year,72,109.9,7624.2
0129-KPTWJ,Male,Fiber optic,Month-to-month,72,94.65,6747.35
4298-OYIFC,Male,Fiber optic,Month-to-month,15,103.45,1539.8
1098-TDVUQ,Female,No,Month-to-month,1,19.25,19.25
5598-IKHQQ,Female,No,Two year,72,25.45,1866.45
8224-UAXBZ,Female,DSL,One year,58,45.35,2540.1
1751-NCDLI,Male,Fiber optic,Month-to-month,46,98.85,4564.9
8990-ZXLSU,Female,Fiber optic,Month-to-month,9,69.05,651.5
2616-UUTFK,Male,DSL,Month-to-month,33,72.75,2447.45
0442-TDYUO,Male,No,Two year,48,20.05,1036.0
1676-MQAOA,Male,DSL,Two year,72,75.1,5336.35
9708-KFDBY,Male,No,Month-to-month,1,20.55,20.55
1031-IIDEO,Female,Fiber optic,Month-to-month,1,70.85,70.85
2242-MFOTG,Male,Fiber optic,One year,33,80.1,2603.3
6682-VCIXC,Female,DSL,One year,43,51.25,2151.6
9967-ATRFS,Female,No,Month-to-month,19,19.9,367.55
8328-SKJNO,Male,DSL,One year,23,40.65,947.4
7850-THJMU,Female,No,Two year,26,19.65,494.9
9822-BIIGN,Male,DSL,Month-to-month,53,71.85,3827.9
6425-JWTDV,Male,No,Two year,48,19.25,855.1
5522-NYKPB,Male,Fiber optic,Month-to-month,25,85.9,2199.05
2207-RYYRL,Male,No,Two year,52,24.55,1331.05
1120-BMWUB,Female,DSL,Month-to-month,16,53.9,834.15
9601-BRXPO,Female,Fiber optic,Month-to-month,25,104.95,2566.5
0727-BMPLR,Female,Fiber optic,One year,55,100.0,5509.3
8597-CWYHH,Male,Fiber optic,One year,43,94.35,3921.3
3976-HXHCE,Male,No,Two year,72,19.3,1414.8
4415-IJZTP,Female,Fiber optic,Month-to-month,1,74.5,74.5
2533-QVMSK,Male,Fiber optic,Two year,61,94.1,5638.3
2725-IWWBA,Male,DSL,One year,46,56.9,2560.1
2107-FBPTK,Female,Fiber optic,Month-to-month,30,104.1,3121.1
3669-LVWZB,Male,DSL,Month-to-month,5,51.0,305.95
8749-TZYEC,Male,No,Two year,72,24.8,1874.3
4884-LEVMQ,Male,No,Two year,39,20.45,790.0
3556-BVQGL,Female,No,One year,20,20.0,416.45
3315-TOTBP,Male,Fiber optic,Month-to-month,15,76.0,1130.85
9067-YGSCA,Female,No,One year,70,26.05,1856.4
2235-ZGKPT,Female,DSL,Month-to-month,4,50.85,239.55
6114-TCFID,Female,DSL,One year,29,39.5,1082.75
8707-RMEZH,Female,Fiber optic,One year,69,87.3,6055.55
5088-QZLRL,Male,No,Month-to-month,1,20.65,20.65
8905-IAZPF,Female,Fiber optic,One year,69,95.65,6744.2
7876-DNYAP,Female,No,Two year,69,19.8,1436.95
9068-VPWQQ,Male,DSL,Two year,61,75.35,4729.3
4455-BFSPD,Female,Fiber optic,One year,61,101.15,6383.9
2451-YMUXS,Male,DSL,Two year,67,64.55,4250.1
3801-HMYNL,Male,Fiber optic,Month-to-month,1,89.15,89.15
0386-CWRGM,Female,No,Two year,46,19.4,967.85
6986-IJDHX,Male,Fiber optic,Month-to-month,39,86.3,3266.0
6048-QBXKL,Female,DSL,Month-to-month,2,56.55,118.25
0384-LPITE,Male,DSL,One year,40,62.05,2511.55
3308-MHOOC,Male,No,Month-to-month,1,19.2,19.2
2344-JMOGN,Male,Fiber optic,Month-to-month,9,94.85,890.6
3296-SILRA,Female,Fiber optic,Month-to-month,1,76.4,76.4
1038-RQOST,Male,No,Month-to-month,19,20.6,414.95
6217-TOWGS,Female,DSL,Month-to-month,17,75.4,1322.55
8229-BUJHX,Female,No,Two year,71,20.5,1500.95
4013-TLDHQ,Male,Fiber optic,Month-to-month,19,78.25,1490.95
4813-HQMGZ,Female,Fiber optic,Month-to-month,8,90.25,743.75
3274-NSDWE,Female,No,Two year,68,19.6,1441.65
6174-NRBTZ,Male,DSL,One year,46,30.75,1489.3
1779-PWPMG,Female,Fiber optic,Two year,72,114.65,8333.95
4946-EDSEW,Female,No,Month-to-month,11,19.25,180.3
3877-JRJIP,Male,DSL,Month-to-month,1,59.85,59.85
7596-ZYWBB,Female,DSL,Two year,65,59.6,3739.8
3068-OMWZA,Male,Fiber optic,Month-to-month,1,88.8,88.8
3890-RTCMS,Male,DSL,Month-to-month,16,49.45,799.0
6661-EIPZC,Female,DSL,Month-to-month,48,29.5,1423.05
8444-WRIDW,Female,Fiber optic,Month-to-month,66,80.45,5224.35
4634-JLRJT,Female,No,Month-to-month,1,20.35,20.35
7080-TNUWP,Male,Fiber optic,One year,70,95.0,6602.9
6064-ZATLR,Female,DSL,Two year,27,52.85,1498.65
4854-SSLTN,Male,DSL,Two year,2,59.5,130.5
9139-TWBAS,Female,DSL,One year,26,47.85,1190.5
1215-FIGMP,Male,Fiber optic,Month-to-month,60,89.9,5450.7
0895-DQHEW,Male,Fiber optic,Month-to-month,54,104.3,5278.15
7011-CVEUC,Male,Fiber optic,Month-to-month,25,95.7,2338.35
6352-TWCAU,Female,Fiber optic,Month-to-month,35,86.45,3029.1
1960-UYCNN,Male,Fiber optic,Month-to-month,10,95.25,1021.55
5961-VUSRV,Female,No,One year,12,19.35,219.35
8741-LQOBK,Female,DSL,Month-to-month,46,35.05,1620.25
2000-MPKCA,Female,Fiber optic,One year,58,107.75,6332.75
8519-QJGJD,Female,Fiber optic,Month-to-month,14,75.35,1025.95
0618-XWMSS,Male,Fiber optic,Month-to-month,28,74.9,2068.55
3566-VVORZ,Female,DSL,Month-to-month,12,45.9,505.95
6821-BUXUX,Female,Fiber optic,Month-to-month,13,96.65,1244.5
4418-LZMSV,Male,DSL,Month-to-month,13,61.8,750.1
5857-XRECV,Female,No,One year,2,20.5,38.25
7811-JIVPF,Female,DSL,Month-to-month,23,49.7,1081.25
7529-ZDFXI,Male,Fiber optic,Month-to-month,57,89.85,4925.35
